p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
2.23067591887205e-131	1.14195257624439	0.428	0.237	3.89877537100457e-127	0	Id1
1.15172386433533e-130	1.17116909601127	0.302	0.139	2.01298297008529e-126	0	Ptgs1
1.06416432244264e-129	0.660721939900608	0.68	0.482	1.85994640276524e-125	0	Rab2a
2.21381714256883e-129	0.358264115291538	0.993	0.929	3.86930960178179e-125	0	Fxyd3
1.37269523672302e-128	2.14278196926609	0.116	0.028	2.39919673474449e-124	0	Nbl1
6.16731211665768e-128	1.07707659701254	0.344	0.171	1.07792281174943e-123	0	Flrt2
8.18665423946163e-127	1.16751519057148	0.291	0.133	1.4308634279731e-122	0	Tmem45b
1.45593730016699e-126	0.858298678357836	0.479	0.283	2.54468721323187e-122	0	Rabep1
2.23553358364436e-126	0.731943978940522	0.629	0.435	3.90726559749362e-122	0	Ndel1
2.65526646715227e-124	0.644629273710883	0.678	0.486	4.64087473128875e-120	0	Eif3f
3.58782332120779e-124	1.1702161728938	0.319	0.156	6.27079760080697e-120	0	Sik1
8.33962008103731e-123	0.728831834165302	0.637	0.447	1.4575987977637e-118	0	Tob1
2.92880933302959e-122	0.951237272291282	0.426	0.242	5.11897295226911e-118	0	Cavin1
1.1401959970508e-121	0.682265053513639	0.648	0.455	1.9928345636454e-117	0	Wasl
2.04286648152187e-121	1.03549036533882	0.381	0.207	3.57052203640393e-117	0	AA986860
4.49749397981012e-120	0.915599994474981	0.405	0.224	7.86071997791213e-116	0	C1qbp
4.70266180069439e-119	0.624368020620213	0.717	0.532	8.21931229525366e-115	0	Dynll2
1.51020188735902e-118	0.912759455438487	0.386	0.207	2.6395308587261e-114	0	Gpx8
1.10010752432852e-117	1.29876033586903	0.36	0.196	1.92276793102139e-113	0	Cebpd
1.173035438876e-117	0.7125769798057	0.566	0.369	2.05023134006748e-113	0	Vapa
1.24631304678209e-117	0.760857124840437	0.643	0.474	2.17830594316574e-113	0	Klf3
2.6809872177862e-117	1.06582620860036	0.384	0.209	4.68582945924671e-113	0	Msln
8.54049837150792e-117	0.617883610261012	0.712	0.528	1.49270830537215e-112	0	Irf1
7.30260934788413e-116	1.06478689427553	0.365	0.198	1.27635006182319e-111	0	Egr2
1.23595155601273e-115	0.71785508921946	0.591	0.403	2.16019612959906e-111	0	Map1lc3a
2.74567033596043e-115	0.935617258328097	0.471	0.287	4.79888261319164e-111	0	Dusp5
1.78939125103415e-114	0.675097896879425	0.608	0.41	3.12749802855749e-110	0	Adam33
2.26364687616501e-114	0.795337339814176	0.45	0.263	3.95640201016121e-110	0	Tspan15
4.88565260976869e-114	1.62231801387934	0.168	0.059	8.53914363135371e-110	0	Grasp
6.25379144743807e-114	1.12976021229866	0.289	0.138	1.09303766918323e-109	0	Fxyd6
8.60862041333127e-114	0.338902015500804	0.988	0.978	1.50461467584204e-109	0	Dstn
2.29842371313953e-113	0.361522436045024	0.976	0.925	4.01718496582527e-109	0	Ier3
2.59636516325709e-113	0.830971476146998	0.4	0.22	4.53792703234074e-109	0	Igf1
3.05275471093306e-113	1.47118302685248	0.2	0.078	5.33560468376881e-109	0	Fosl1
5.03062647055293e-112	0.69731410491635	0.565	0.376	8.79252894523242e-108	0	Cyth2
3.41002023809209e-111	1.60771391419331	0.218	0.092	5.96003337213736e-107	0	Car4
6.14418400813086e-111	0.410965619855038	0.907	0.821	1.07388048094111e-106	0	Dynll1
9.32050423134088e-111	0.548198764327352	0.841	0.715	1.62903772955376e-106	0	Cryab
1.6006553329539e-110	0.81529496134659	0.492	0.309	2.79762539093683e-106	0	Ppl
9.60372772693043e-110	0.95780037961087	0.333	0.171	1.6785395321129e-105	0	Hmgcs2
1.04197732499529e-109	0.822499345272612	0.641	0.477	1.82116796862677e-105	0	Trib1
5.02777730401058e-109	1.20490486953355	0.231	0.1	8.78754917194969e-105	0	Tubb6
2.83316209998029e-108	0.798254605562719	0.456	0.273	4.95180071834555e-104	0	Efemp1
6.96188412441114e-108	0.86298833098968	0.406	0.232	1.21679810726458e-103	0	Arhgef28
2.38549383602639e-107	0.96075943406722	0.391	0.224	4.16936612660693e-103	0	Klf9
1.27208641317917e-106	0.561570736477614	0.844	0.721	2.22335263295456e-102	0	Neat1
1.42309138970307e-106	0.634468496433127	0.613	0.422	2.48727913092303e-102	0	Ppp1r2
1.48383159924513e-106	0.348623199714231	0.781	0.674	2.59344086916064e-102	0	Crip1
1.77119544283042e-106	0.459698278054739	0.851	0.72	3.095695394979e-102	0	Gnai2
5.17902047413455e-106	1.01236353156702	0.297	0.147	9.05189198469236e-102	0	Med30
1.16756007202477e-105	1.2367065713878	0.251	0.116	2.04066149388489e-101	0	Ppfibp2
3.70248136377659e-104	0.936444736545695	0.353	0.192	6.47119692760872e-100	0	Maff
1.24542219188311e-103	1.29058107456192	0.225	0.098	2.1767489069733e-99	0	Gprc5a
2.75128414257455e-103	1.05767823453576	0.292	0.146	4.8086944243918e-99	0	Acot1
2.78703290550273e-103	1.41257025984383	0.187	0.074	4.87117611223767e-99	0	Cebpb
4.29719582237797e-103	0.609460495388334	0.721	0.568	7.51063885835221e-99	0	Rassf1
3.38687818565778e-102	0.767267767058745	0.504	0.325	5.91958569289266e-98	0	Bex1
3.24720637222096e-101	0.784444914862081	0.487	0.313	5.6754672973678e-97	0	Azin1
9.86771554887819e-101	0.50654342250547	0.768	0.607	1.72467932363293e-96	0	Sh2d4a
1.91715901167079e-100	0.623670042332986	0.662	0.494	3.3508105205982e-96	0	Eif1a
4.14180325244648e-100	1.11943103174718	0.261	0.125	7.23904372462596e-96	0	Rnase4
1.08241998966049e-99	0.730394982555742	0.472	0.297	1.8918536579286e-95	0	Gsn
2.24700353149536e-99	0.665221746794823	0.632	0.472	3.92731277234759e-95	0	Kif12
3.1519176256777e-99	0.424672638305366	0.874	0.745	5.50892162615948e-95	0	Csnk1a1
1.01744803252252e-97	0.251772079560531	1	0.999	1.77829567124286e-93	0	Krt8
9.37177067470458e-97	0.609107267806479	0.551	0.368	1.63799807852487e-92	0	Anp32b
7.63770832122773e-96	0.876398742127442	0.364	0.207	1.33491866038418e-91	0	2210016F16Rik
8.32285866356978e-96	0.938028705020764	0.379	0.223	1.45466923721873e-91	0	Arpin
1.11892690058042e-95	0.697482107109123	0.512	0.339	1.95566043683446e-91	0	Map2k2
1.36416542479662e-95	0.899474849641962	0.346	0.193	2.38428832945953e-91	0	Gtf3a
7.19625413265743e-95	0.760744333671779	0.436	0.266	1.25776129730587e-90	0	Rala
