p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
1.37013521122742e-32	0.321649867504002	0.853	0.793	2.39472232218328e-28	B_big_v2	Cyb5r3
1.6817881204568e-32	0.407635114364675	0.629	0.519	2.93942927693439e-28	B_big_v2	Elovl7
1.76451465213518e-32	0.690612522693545	0.274	0.176	3.08401870900186e-28	B_big_v2	Dicer1
1.99249206087887e-32	0.648597515028966	0.296	0.194	3.48247762400408e-28	B_big_v2	Pkp2
2.52970102625571e-32	0.717262767246959	0.25	0.157	4.42141145368972e-28	B_big_v2	Nab1
2.64356907368975e-32	0.424141525036104	0.555	0.434	4.62043002699494e-28	B_big_v2	Nbeal1
2.69801708412703e-32	0.690873224351863	0.255	0.161	4.71559425963722e-28	B_big_v2	Adcy6
3.33640572209823e-32	0.306977137261083	0.749	0.631	5.83136992108329e-28	B_big_v2	Tpm3-rs7
4.15188272729651e-32	0.68966592792547	0.27	0.174	7.25666063076885e-28	B_big_v2	Sult2b1
4.77113627758385e-32	0.530991053383109	0.382	0.27	8.33899198596106e-28	B_big_v2	Cdk19
5.21343051641873e-32	0.490714850240429	0.459	0.345	9.11203385659666e-28	B_big_v2	Slc25a51
5.44105976275946e-32	0.40253582567191	0.586	0.473	9.50988425335099e-28	B_big_v2	Cul1
5.57372093692288e-32	0.625484499353569	0.308	0.206	9.74174945355381e-28	B_big_v2	Zbtb1
5.91505181947219e-32	0.435650744220166	0.539	0.422	1.03383275700735e-27	B_big_v2	Zcchc6
6.6086668482564e-32	0.672660148743631	0.268	0.171	1.15506279173825e-27	B_big_v2	Wdr6
7.26322655244365e-32	0.680470128156186	0.265	0.169	1.2694667368361e-27	B_big_v2	Ppm1a
8.33793850335248e-32	0.436686916358676	0.539	0.421	1.45730489161595e-27	B_big_v2	Zc3h13
8.58461553973499e-32	0.569038320564446	0.341	0.234	1.50041910403488e-27	B_big_v2	Calcoco1
9.7339932417639e-32	0.488066879697616	0.422	0.307	1.70130733879549e-27	B_big_v2	Capn2
1.02468927234912e-31	0.520422699755348	0.421	0.309	1.79095191021179e-27	B_big_v2	Ski
1.07125258623093e-31	0.569989611777165	0.384	0.277	1.87233527021442e-27	B_big_v2	Aak1
1.26154504578486e-31	0.354856315982497	0.676	0.556	2.20492843102278e-27	B_big_v2	Nisch
1.27008981492344e-31	0.428824861003771	0.463	0.344	2.21986297852318e-27	B_big_v2	Mapk13
1.29218701702484e-31	0.490227301415301	0.459	0.346	2.25848446835601e-27	B_big_v2	Calu
1.4152629309331e-31	0.502888289553001	0.417	0.304	2.47359655068487e-27	B_big_v2	Efr3a
1.50199776936024e-31	0.453283499341193	0.488	0.372	2.62519170128782e-27	B_big_v2	Ranbp2
1.52585810262546e-31	0.57332129892668	0.358	0.252	2.66689479176879e-27	B_big_v2	Ubap2
1.60876304599198e-31	0.428539560952587	0.501	0.384	2.81179605178478e-27	B_big_v2	Usp34
1.91213481053899e-31	0.626190321224441	0.331	0.228	3.34202922186004e-27	B_big_v2	Ap2a2
2.28159070119334e-31	0.444179308527686	0.512	0.399	3.98776422754572e-27	B_big_v2	Larp4b
4.5115533249108e-31	0.526105509250613	0.377	0.267	7.88529290127909e-27	B_big_v2	Ptov1
6.64040873371915e-31	0.425039970405893	0.512	0.397	1.16061063847943e-26	B_big_v2	Pura
8.06526917617362e-31	0.710180970567975	0.251	0.16	1.40964774661162e-26	B_big_v2	Col16a1
8.16759895028594e-31	0.592982615345936	0.356	0.253	1.42753294453098e-26	B_big_v2	Kat6a
8.51438690399675e-31	0.620800488227385	0.476	0.376	1.48814454308055e-26	B_big_v2	Fstl1
9.01173589369587e-31	0.64197513861481	0.267	0.172	1.57507119950016e-26	B_big_v2	Gsk3a
9.01675368674863e-31	0.483239267932478	0.414	0.301	1.57594820936992e-26	B_big_v2	Chdh
1.00797899322954e-30	0.565236386404202	0.341	0.237	1.76174568436659e-26	B_big_v2	Rnpep
1.10067103156467e-30	0.426617992048911	0.499	0.381	1.92375282896873e-26	B_big_v2	Fbxl5
1.12935577822753e-30	0.63176555537886	0.289	0.191	1.97388802918607e-26	B_big_v2	Ddx47
1.18964277615372e-30	0.46120065529173	0.465	0.351	2.07925764416148e-26	B_big_v2	Pkig
1.49923385577596e-30	0.378728238572234	0.762	0.684	2.62036093312522e-26	B_big_v2	Vmp1
1.62166909633624e-30	0.502623711401352	0.449	0.338	2.83435324657648e-26	B_big_v2	Nudt4
1.7190256018953e-30	0.521357871184816	0.382	0.274	3.00451294699261e-26	B_big_v2	B3gat3
1.90939330251308e-30	0.416799583652768	0.501	0.384	3.33723761413236e-26	B_big_v2	Arcn1
2.30527079670465e-30	0.485397135332779	0.437	0.326	4.02915229848038e-26	B_big_v2	Snx7
2.73386634851218e-30	0.606931760503957	0.295	0.196	4.77825160392958e-26	B_big_v2	Pcgf5
2.8397920743237e-30	0.450051609558187	0.485	0.374	4.96338858750297e-26	B_big_v2	Cnot7
3.29120565655221e-30	0.430726129534047	0.488	0.372	5.75236924652196e-26	B_big_v2	Zfp704
3.54615991788711e-30	0.322181720979773	0.791	0.708	6.19797830448309e-26	B_big_v2	Arid4b
4.38212483503133e-30	0.49295280412765	0.398	0.289	7.65907778666776e-26	B_big_v2	Atp2c1
4.43299911973536e-30	0.588936072663719	0.314	0.214	7.74799586147347e-26	B_big_v2	Sfswap
4.47910258663315e-30	0.320972330601182	0.72	0.608	7.82857550091743e-26	B_big_v2	Ralbp1
4.4880096626184e-30	0.554717955334144	0.363	0.258	7.84414328832444e-26	B_big_v2	Kif13b
4.62993756383026e-30	0.494159126073614	0.4	0.29	8.09220487406254e-26	B_big_v2	Kmt5b
4.65918089679975e-30	0.458097703731756	0.438	0.324	8.1433163714266e-26	B_big_v2	Dhx32
6.23501281168876e-30	0.69029976944087	0.282	0.189	1.08975553922696e-25	B_big_v2	Srf
6.60682907742522e-30	0.478544408590552	0.467	0.356	1.15474158615238e-25	B_big_v2	Trim46
6.69244938598231e-30	0.410053216443083	0.523	0.406	1.16970630368199e-25	B_big_v2	Usp9x
8.36464122604166e-30	0.337298799413137	0.511	0.379	1.46197199348756e-25	B_big_v2	Gm26532
8.43254453787927e-30	0.541755250398793	0.352	0.247	1.47384013433054e-25	B_big_v2	Kank1
9.19158506300247e-30	0.448261686380134	0.441	0.327	1.60650523731157e-25	B_big_v2	Impad1
1.00844768584651e-29	0.499489339528094	0.403	0.295	1.76256486532254e-25	B_big_v2	Gmds
